Recall Number,Recall Event ID,Device Type,Product Code,Regulation Description,Medical Specialty,Review Panel,Submission Type,Trade Name/Product,Main Name,Recall Class,Date Posted,Year Posted,Recalling Manufacturer,Reason for Recall,FDA Determined Cause,Action,Consumer Instructions,Clean Quantity,Quantity in Commerce,Distribution,Recall Status,Termination Date,Time to Terminate,Merged Quantities
Z-2701-2017,76427,No,MEC,Medical washer-disinfector.,General Hospital,General Hospital,510(K) Exempt,"The Olympic Pasteurmatic 3000 and Olympic Pasteurmatic 3500 are intended for cleaning and high-level disinfection of respiratory therapy and anesthesia equipment by killing vegetative bacteria and viruses, in a hot water bath at ~160Âż - ~170Âż F for 30 minutes.",N/A,N/A,"May 22, 2017", 2017,Natus Medical Incorporated,"Olympic Pasteurmatic 3000/3500 Systems are recalled because they do not fully meet todays regulatory requirements. Given the age of the products design, component and technology obsolescence, and the time  involved in fully complying with the latest design and development standards, the firm decided to recall of the Olympic Pasteurmatic 3000/3500 System devices by means of disabling the devices.",Device Design,"Natus Medical sent an URGENT: RECALL NOTIFICATION MEDICAL DEVICE RECALL letter dated May 2017.Please refer to the accompanying Instructions to Disable the Pasteurmatic (DOC-022838), then complete and return the attached reply form. Should you require assistance in decommissioning your affected system please indicate option 2 on the reply form and you will be contacted to schedule an in- service. Natus may reimburse facilities for Olympic Pasteurmatic"" 3000/3500 System purchases based on the age of the affected system as determined by the system serial number.There is no evidence to suggest there is a safety risk associated with the Olympic Pasteurmatic"" 3000/3500 System device, nor have there been any safety incidences reported to Natus.Natus apologizes for any inconvenience.  Please understand that this is part of our commitment to providing only the highest quality products and information to our customers.  Please contact us at Natus_Quality_Programs@natus.com or (866) 940-7143 option #2 if you have any further questions.",N/A,275,total 275 units (97 units in US and 178 units international),"Worldwide Distribution - USA (nationwide) Distribution to the states of :  AL, AR, CA, CO, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NH, NJ, NM, NY, OH, OK, OR, PA, TN, TX, UT, VA, WA, WI, and WV and in the following countries: Canada, Colombia, Costa Rica, Ecuador, Hong Kong, India, Indonesia, Japan, Korea, Malaysia, Mexico, Panama, Peru, Qatar, Saudi Arabia, Taiwan, Thailand, and Viet Nam.","Open, Classified",N/A,N/A,275
Z-2661-2017,77467,No,KRO,Knee joint femorotibial metal/polymer constrained cemented prosthesis.,Orthopedic,Orthopedic,510(k),"Medacta GMK HINGE, Tibial Insert Fixed, SIZE 2, HEIGHT 23 mm, REF 02.09.0223H, STERILE EO",N/A,N/A,"May 19, 2017", 2017,Medacta Usa Inc,One lot of product does not include a screw for attachment to the tibial baseplate.,Nonconforming Material/Component,"On 5/19/17 all distributors with recalled product were immediately notified of the recall by email.  On 5/23/17, all distributors were further notified of the recall via phone.  On 5/30/17, a third notification was completed via phone.",N/A,4,4 units,"CA, AZ, NC, Israel, France",Completed,N/A,N/A,4
Z-2662-2017,77001,No,LXH,Orthopedic manual surgical instrument.,Orthopedic,Orthopedic,510(K) Exempt,Logic Fit Tibial Tamp Head,N/A,N/A,"May 25, 2017", 2017,"Exactech, Inc.","The firm determined that the labeling (surgical technique) should be updated to clarify the proper technique and instrumentation to remove the tamp assembly from the bone, i.e., to include a caution statement about the potential for instrument breakage if the tamp handle/guide is misused by impacting in retro-grade.",Error in labeling,Consignees were sent a Field Advisory Notice dated 5/22/2017 by mail informing them updated surgical techniques are available on Exactech's website (www.exac.com). The notice requested consignees:Extend the information to accounts in possession of the productComplete &amp; return the attached Field Advisory Notice Response Form to Exactech,N/A,573,573,"AL, AZ, CA, CA, CO, FL, GA, IA, ID, IL, IN, KS, LA, MA, MD, ME, MN, NC, NJ, NV, NY, OH, OK, OR, RI, SC, TN, TX, VA, WA, WI, Hawaii and Puerto RicoAustralia, France, Germany, India, Italy, Japan, Korea, Luxembourg, Singapore,Spain, Switzerland, The Netherlands and United Kingdom","Open, Classified",N/A,N/A,573
Z-2671-2017,77077,No,FRN,Infusion pump.,General Hospital,General Hospital,510(k),"Alaris PC Unit, Model 8015",N/A,N/A,"June 12, 2017", 2017,"CareFusion 303, Inc.",BD initiated the recall of Alaris PC unit model 8015 after the firm identified five scenarios which can result in the occurrence of Systems Error Code 255-16-275 and can potentially result in interrupted infusions.,Software design,"BD sent an  Medical Device Safety Notification Letter dated June 12, 2017 , to customers to inform them that BD is issuing this Safety Notification letter to inform you of reports of customers experiencing a System Error (error code: 255-16-275) with Alaris System PC unit model 8015 that can result in interruption of infusions.  Customers are informed of the issue, potential risk, and required actions to be taken by users and by BD.  Customers with questions with the safety notification are instructed to call (888) 562-6018 or email supportcenter@carefusion.com.  Customers with adverse event reports are instructed to call (888) 812-3266 or email customerfeedback@carefusion.com.  Customers with technical questions are instructed to call (888) 812-3229 or email dl-us-inf-techsupport@carefusion.com.  For further questions, please call (858) 617-5925.",N/A,568283,"568,283 units","Worldwide Distribution - USA (nationwide) and to the countries of :  Europe, Australia, New Zealand,South Africa, Greater Asia, Middle East, and Canada.","Open, Classified",N/A,N/A,568283
Z-2700-2017,77279,No,FRN,Infusion pump.,General Hospital,General Hospital,510(k),Alaris Pump Module model 8100,N/A,N/A,"June 12, 2017", 2017,"CareFusion 303, Inc.","There is a potential risk that could cause unintended flow in the older, centered sear door latch design in the Alaris Pump module model 8100.",Device Design,"An Urgent Medical Device Recall letter will be sent on 6/12/17 to customers to inform them that BD is issuing this letter to inform you of a potential risk associated with the Alaris Pump module. Firm identified a specific scenario that could cause unintended flow in the older, centered sear door latch design in the Alaris Pump module model 8100.  This scenario is reproducible under the following situations:  a) the user does not close the roller clamp on the IV administration set before the pump door is opened as recommended, and b) opening the pump door using an atypical technique with the door latch with the centered sear design.  The letter instructs customers If their device has a centered-sear that was manufactured between June 2002 to June 2004, clearly mark and sequester (e.g. Biomed department) the Alaris Pump module that exhibited the issue.  Notify CareFusion Customer Advocacy at 888-812-3266 or customerfeedback@carefusion.com  to coordinate an onsite remediation or send the devices to the BD Service Depot.",N/A,35940,"35,940 units",US and Canada,"Open, Classified",N/A,N/A,35940
Z-2704-2017,77514,No,JWH,Knee joint patellofemorotibial polymer/metal/polymer semi-constrained cemented prosthesis.,Orthopedic,Orthopedic,510(k),Exactech Optetrak Logic CC 15mm Tibial Augment Screws,N/A,N/A,"April 07, 2017", 2017,"Exactech, Inc.",Missing Screw in carton. Nine (9) serial numbers were identified as being inadvertently packaged as one per carton when two per carton are required.,Process control,"Consignees were initially contacted by phone on 04/07/2017. Consignees were sent a recall notice by mail, dated 04/13/2017. The notice requested that consignees immediately cease distribution/use of product, that the recall Extend the information to accounts in possession of the productIdentify/quarantine any subject devices in your inventoryComplete &amp; return the attached Recall Inventory Response Form to Exactech within 5 business days at 2411 NW 66th Ct, Gainesville, FL 32653 or faxed to 352-337-3915. Questions from customers are to be directed to Kaya Davis at kaya@exac.com or 800-392-2832.",N/A,9,9 devices,CA and NY.,"Open, Classified",N/A,N/A,9
Z-2740-2017,77442,No,LKK,N/A,N/A,General Hospital,PMA,"PROMETRA II Programmable Infusion Pump, Implantable Infusion Pump, Catalog Number/REF 13827, Part Number PL-31790-02.  Manufactured by: Flowonix Medical Inc.,  --- The correction involves the labeling of the device plus the following Prometra II pump labeling is also being revised:  Intrathecal Catheter IFU, REF 11823, PL-22790-02;  Catheter Revision Kit IFU, REF 11 830, PL-21798-02; Refill Kit IFU, REF 11825, PL-21794-00; Prometra II Patient Implant Card (Permanent) PL-32300-01; Prometra II Patient Implant Card (Temporary): PL-32375-01; Prometra II Patient Guide: PL-31912-01.",N/A,N/A,"May 22, 2017", 2017,"Flowonix Medical, Inc.",Flowonix Medical received a report of a patient implanted with the Prometra II Programmable Pump who may have received a fatal drug overdose during an MRI procedure. The Prometra II pump has an FDA-approved design feature intended to permit safe exposure to an MRI without removing drug from the reservoir.,Under Investigation by firm,"Flowonix sent an URGENT MEDICAL DEVICE CORRECTION Letter and Response Forms dated May 22, 2017,  with updated instructions were sent via UPS 2nd Day Air on May 25, 2017 to healthcare professionals: physicians and MRI facilities and  technicians. The documents will also be available at www.flowonix.com.  A Correction Letter will also be sent to patients to inform them of the labeling changes. For further questions, please call (973) 426-9229.",N/A,2204,US: 2204 units,Nationwide Distribution,"Open, Classified",N/A,N/A,2204
Z-2705-2017,77528,"timer, general laboratory",JBS,General purpose laboratory equipment labeled or promoted for a specific medical use.,Clinical Chemistry,Clinical Chemistry,510(K) Exempt,O-Two Adult Ventilation Timer,N/A,N/A,"June 23, 2015", 2015,"O-Two Medical Technologies, Inc.","Malfunction of an O-Two Adult Ventilation Timer, where the flash rate of the malfunctioning device was reported to be twice that of the rate noted on the label.",Mixed-up of materials/components,"O-Two Medical Technologies sent a Recall Notification on June 23, 2015, to all affected customers.  The letter notified customers of the malfunctioning device, description, brand name, model/catalog number, target population, quantity, Lot Number, Shelf Life, hazard potential, and an image of labeling. The letter also provided instructions to customer for action and response.  Customers were to return the affected product and O-Two will ship back the unaffected medical devices.  Customers were instructed to acknowledge receipt of this recall notice by fax to 1-905-677-2035.  For questions regarding this recall call 905-677-9410 or 1-800-387-3405.",N/A,4382,4382 units (4082units distributed USA),"Worldwide Distribution - US (nationwide) Canada, Europe Denmark and Finland",Completed,N/A,N/A,4382
Z-2702-2017,77571,No,NRY,Percutaneous catheter.,Cardiovascular,Neurology,510(k),Penumbra 3D Revascularization Device,N/A,N/A,"June 09, 2017", 2017,Penumbra Inc.,"Penumbra has identified an issue in these four lots involving a raw material component of the delivery wire. This issue could result in breakage of the delivery wire, which could potentially lead to serious patient injury or death.",Component change control,"Penumbra sent an Urgent Voluntary Field Removal Notice dated June 9, 2017.  Customers were instructed to inspect current inventory and remove any affected units for return.  Customers were also instructed to return the response form. Penumbra has identified an issue in these four lots involving a raw material component of the delivery wire. This issue could result in breakage of the delivery wire, which could potentially lead to serious patient injury or death.Penumbra personnel will contact customers directly to arrange return of affected units and replacement of returned product at no charge to them.Customers with question should call 1-510-748-3288.",N/A,155,155 units,"Nationwide Distribution to the following states: AZ, CA, CO,  FL, IN, MA, MI, MN, NV, NY, OH, OK, PA, SC, TN, TX, UT, VA, WV","Open, Classified",N/A,N/A,155
Z-2731-2017,77534,No,NAE,Hydrogel wound dressing and burn dressing.,General &amp; Plastic Surgery,General &amp; Plastic Surgery,510(K) Exempt,Burn ReliefÂż,N/A,N/A,"September 30, 2015", 2015,"O-Two Medical Technologies, Inc.","For lack of evidence to validate effectiveness of sterilization dose, O-Two Medical Technologies Inc. hereby announces a For lack of evidence to validate effectiveness of sterilization dose, O-Two Medical Technologies Inc. hereby announces a voluntary medical device recall of the suspected batches of Burn ReliefÂż products to prevent potential contamination. .",Process control,"O-Two sent a Voluntary Recall Notification dated September 30, 2015, to all affected customers.  Customers were instructed to acknowledge receipt of the recall notice by fax to 1-905-677-2035; or email to cs@otwo.com.  Customers with questions should call 1-905-677-9410.For questions regarding this recall call 905-677-9410  .",N/A,624,624 units,"Worldwide Distribution - US (nationwide) Canada,  Belgium, Norway, and Malaysia",Completed,N/A,N/A,624
